ID,Evasión,Género,Pareja,Dependientes,Meses_contrato,Teléfono,Internet,Seguridad_online,Soporte_técnico_adicional,Televisión,Películas,Tipo_contrato,Factura_online,Forma_pago,Facturación_mensual,Facturación_anual,Cuentas_Diarias
4570-QHXHL,No,Masculino,Sí,Sí,18.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,342.3,0.66
4572-DVCGN,Sí,Masculino,Sí,No,70.0,Sí,Sí,No,Sí,No,Sí,Two year,Sí,Bank transfer (automatic),98.7,6858.9,3.29
4573-JKNAE,No,Femenino,No,No,21.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Credit card (automatic),99.85,1992.55,3.33
4576-CSAJH,Sí,Masculino,No,No,17.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,45.05,770.6,1.5
4578-PHJYZ,No,Femenino,Sí,No,42.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,95.55,3930.6,3.18
4580-TMHJU,Sí,Femenino,Sí,No,21.0,Sí,Sí,No,Sí,No,No,One year,No,Electronic check,79.2,1742.45,2.64
4581-LNWUM,No,Femenino,No,No,3.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.55,61.05,0.65
4581-SSPWD,Sí,Femenino,No,Sí,8.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,170.9,0.66
4583-PARNH,No,Masculino,Sí,Sí,18.0,Sí,Sí,No,No,No,Sí,Month-to-month,No,Electronic check,57.45,990.85,1.92
4584-LBNMK,No,Femenino,No,No,2.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,88.55,179.25,2.95
4585-HETAI,Sí,Masculino,Sí,Sí,2.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,34.75,0.67
4587-NUKOX,Sí,Masculino,Sí,Sí,21.0,Sí,Sí,Sí,No,Sí,Sí,One year,Sí,Bank transfer (automatic),75.9,1549.75,2.53
4587-VVTOX,Sí,Masculino,Sí,No,55.0,No,Sí,No,Sí,Sí,Sí,Month-to-month,Sí,Bank transfer (automatic),54.55,2978.3,1.82
4588-YBNIB,Sí,Femenino,No,No,70.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Credit card (automatic),89.75,6367.2,2.99
4589-IUAJB,No,Masculino,No,No,31.0,Sí,Sí,No,Sí,No,No,Month-to-month,Sí,Electronic check,55.25,1715.65,1.84
4592-IWTJI,Sí,Masculino,No,No,67.0,No,Sí,Sí,Sí,Sí,No,One year,Sí,Bank transfer (automatic),49.35,3321.35,1.64
4597-ELFTS,Sí,Femenino,No,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,70.1,70.1,2.34
4597-NUCQV,Sí,Masculino,No,No,21.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,0.65
4598-XLKNJ,Sí,Femenino,Sí,No,22.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,69.25,1554.0,2.31
4598-ZADCK,No,Femenino,No,No,11.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Credit card (automatic),84.8,906.85,2.83
4603-JANFB,Sí,Masculino,Sí,No,72.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.85,1872.2,0.86
4607-CHPCA,Sí,Femenino,Sí,Sí,34.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,Sí,Credit card (automatic),25.6,917.15,0.85
4608-LCIMN,No,Femenino,Sí,Sí,29.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,0.67
4609-KNNWG,No,Masculino,Sí,No,56.0,Sí,Sí,No,No,Sí,Sí,One year,No,Credit card (automatic),100.3,5614.45,3.34
4611-ANLQC,No,Masculino,No,No,18.0,No,Sí,Sí,No,No,No,Month-to-month,No,Mailed check,33.6,550.35,1.12
4612-SSVHJ,No,Femenino,Sí,Sí,20.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,417.65,0.67
4612-THJBS,Sí,Femenino,No,No,2.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,79.6,195.05,2.65
4614-NUVZD,Sí,Masculino,No,Sí,45.0,Sí,Sí,No,No,Sí,Sí,Two year,No,Bank transfer (automatic),99.7,4634.35,3.32
4615-PIVVU,No,Masculino,Sí,No,20.0,Sí,Sí,No,Sí,Sí,Sí,Month-to-month,No,Electronic check,107.05,2172.05,3.57
4616-EWBNJ,No,Femenino,No,No,29.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,599.3,0.67
4616-ULAOA,No,Femenino,No,No,50.0,Sí,Sí,No,Sí,Sí,Sí,Two year,Sí,Mailed check,79.6,4024.2,2.65
4619-EVPHY,No,Femenino,No,No,11.0,No,Sí,No,No,Sí,No,Month-to-month,Sí,Mailed check,35.8,363.15,1.19
4622-YNKIJ,No,Masculino,Sí,Sí,72.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),91.95,6614.9,3.06
4623-ZKHLY,No,Masculino,No,Sí,6.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,100.9,0.65
4625-EWPTF,Sí,Femenino,No,No,44.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),84.8,3862.55,2.83
4625-LAMOB,No,Masculino,Sí,No,72.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Credit card (automatic),86.65,6094.25,2.89
4625-XMOYM,No,Masculino,No,No,48.0,Sí,Sí,Sí,Sí,No,Sí,Month-to-month,Sí,Electronic check,95.4,4445.3,3.18
4626-GYCZP,Sí,Masculino,No,No,50.0,Sí,Sí,Sí,No,Sí,No,Month-to-month,Sí,Bank transfer (automatic),70.35,3454.6,2.34
4626-OZDTJ,No,Masculino,No,Sí,1.0,No,Sí,No,No,No,No,Month-to-month,No,Electronic check,24.75,24.75,0.82
4627-MIHJH,No,Masculino,Sí,Sí,36.0,No,Sí,Sí,Sí,Sí,Sí,One year,No,Credit card (automatic),60.7,2234.55,2.02
4628-CTTLA,Sí,Masculino,Sí,Sí,7.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,144.35,0.68
4628-WQCQQ,Sí,Masculino,No,No,26.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,98.35,2515.3,3.28
4629-NRXKX,Sí,Femenino,No,No,40.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,804.85,0.67
4631-OACRM,Sí,Masculino,Sí,Sí,72.0,Sí,Sí,Sí,Sí,No,No,Two year,No,Credit card (automatic),72.1,5016.65,2.4
4632-PAOYU,No,Masculino,Sí,No,63.0,Sí,Sí,No,Sí,Sí,Sí,Two year,No,Credit card (automatic),79.8,5034.05,2.66
4632-XJMEX,No,Femenino,Sí,No,2.0,Sí,Sí,Sí,Sí,No,No,Month-to-month,Sí,Electronic check,80.15,194.55,2.67
4633-MKHYU,No,Masculino,Sí,Sí,60.0,Sí,Sí,Sí,No,Sí,No,One year,Sí,Bank transfer (automatic),95.4,5812.0,3.18
4634-JLRJT,No,Femenino,Sí,Sí,47.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,890.5,0.64
4635-EJYPD,No,Masculino,No,No,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,0.68
4636-JGAAI,No,Masculino,No,No,25.0,Sí,Sí,Sí,Sí,Sí,Sí,Month-to-month,Sí,Mailed check,79.0,1902.0,2.63
4636-OLWOE,No,Femenino,No,No,4.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,75.65,302.35,2.52
4636-QRJKY,Sí,Femenino,No,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Mailed check,50.1,50.1,1.67
4636-TVXVG,No,Femenino,Sí,No,37.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,727.8,0.65
4640-UHDOS,Sí,Femenino,No,No,4.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,84.6,360.1,2.82
4641-FROLU,No,Masculino,Sí,Sí,72.0,Sí,Sí,No,No,Sí,Sí,Two year,Sí,Bank transfer (automatic),75.4,5480.25,2.51
4644-OBGFZ,No,Femenino,Sí,No,67.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Bank transfer (automatic),105.7,6816.95,3.52
4644-PIZRT,No,Femenino,Sí,No,59.0,Sí,Sí,No,Sí,Sí,Sí,One year,Sí,Electronic check,80.1,4693.2,2.67
4646-QZXTF,No,Masculino,No,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,2.35
4647-MUZON,No,Femenino,Sí,No,43.0,Sí,Sí,Sí,No,No,Sí,Month-to-month,Sí,Electronic check,94.1,4107.3,3.14
4647-XXZAM,No,Femenino,Sí,Sí,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,19.45,0.65
4648-YPBTM,No,Femenino,No,No,4.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,70.4,281.0,2.35
4652-NNHNY,Sí,Femenino,Sí,Sí,9.0,Sí,Sí,Sí,Sí,No,No,Month-to-month,No,Mailed check,65.0,663.05,2.17
4652-ODEVH,No,Masculino,Sí,Sí,30.0,Sí,Sí,No,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,2.74
4654-DLAMQ,No,Femenino,No,No,13.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.45,232.1,0.65
4654-GGUII,No,Masculino,No,No,2.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,74.75,144.8,2.49
4654-ULTTN,No,Masculino,Sí,No,30.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.05,637.55,0.64
4656-CAURT,No,Femenino,Sí,Sí,12.0,No,Sí,No,Sí,No,No,One year,No,Credit card (automatic),30.25,368.85,1.01
4657-FWVFY,No,Masculino,Sí,No,63.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),110.1,6705.7,3.67
4658-HCOHW,Sí,Masculino,Sí,Sí,48.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.55,1173.35,0.78
4659-NZRUF,Sí,Masculino,Sí,Sí,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Bank transfer (automatic),20.15,20.15,0.67
4660-IRIBM,No,Femenino,Sí,No,71.0,Sí,Sí,Sí,Sí,No,Sí,Two year,Sí,Bank transfer (automatic),82.7,5831.2,2.76
4661-NJEUX,No,Femenino,Sí,No,61.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,1417.9,0.81
4662-EKDPQ,Sí,Masculino,No,No,5.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,94.15,0.67
4664-NJCMS,No,Masculino,Sí,No,46.0,No,Sí,No,Sí,Sí,Sí,One year,Sí,Bank transfer (automatic),59.9,2816.65,2.0
4667-OHGKG,Sí,Masculino,No,No,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,0.67
4667-QONEA,No,Masculino,Sí,No,47.0,Sí,Sí,Sí,Sí,Sí,Sí,One year,Sí,Credit card (automatic),110.85,5275.8,3.7
4670-TABXH,No,Masculino,Sí,No,59.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Bank transfer (automatic),99.5,5961.1,3.32
4671-LXRDQ,Sí,Femenino,Sí,No,5.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,81.0,371.65,2.7
4671-VJLCL,No,Masculino,No,No,26.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,457.3,0.66
4672-FOTSD,No,Femenino,No,No,40.0,Sí,Sí,Sí,No,Sí,No,Month-to-month,No,Mailed check,65.1,2586.0,2.17
4673-KKSLS,No,Femenino,No,Sí,1.0,Sí,Sí,Sí,Sí,No,No,Month-to-month,Sí,Electronic check,60.0,60.0,2.0
4674-HGNUA,No,Masculino,Sí,Sí,7.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Bank transfer (automatic),20.25,174.7,0.68
4676-MQUEA,No,Femenino,No,No,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,19.9,19.9,0.66
4676-WLUHT,No,Femenino,Sí,Sí,11.0,No,Sí,Sí,No,No,No,Month-to-month,Sí,Electronic check,29.6,346.45,0.99
4678-DVQEO,Sí,Masculino,No,Sí,8.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,159.2,0.65
4680-KUTAJ,No,Femenino,No,No,38.0,Sí,Sí,No,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,99.55,3734.25,3.32
4682-BLBUC,No,Masculino,Sí,Sí,34.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,635.9,0.69
4683-WYDOU,No,Masculino,Sí,Sí,19.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,387.4,0.67
4685-ERGHK,No,Femenino,Sí,No,70.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Electronic check,113.65,7714.65,3.79
4685-TFLLS,No,Femenino,Sí,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,68.95,68.95,2.3
4686-GEFRM,No,Masculino,No,No,4.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,79.9,324.3,2.66
4686-UXDML,No,Femenino,No,No,51.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1020.75,0.69
4690-LLKUA,Sí,Femenino,Sí,No,35.0,Sí,Sí,Sí,No,Sí,No,One year,Sí,Bank transfer (automatic),62.15,2215.45,2.07
4690-PKDQG,No,Masculino,No,No,30.0,Sí,Sí,No,Sí,No,Sí,Month-to-month,Sí,Credit card (automatic),89.9,2723.15,3.0
4692-NNQRU,No,Femenino,Sí,No,4.0,No,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,25.15,99.95,0.84
4693-VWVBO,No,Femenino,No,No,10.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,Sí,Mailed check,19.3,185.2,0.64
4694-PHWFW,No,Masculino,Sí,Sí,72.0,Sí,Sí,Sí,Sí,No,Sí,One year,Sí,Credit card (automatic),104.9,7537.5,3.5
4695-VADHF,Sí,Masculino,No,No,2.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,44.7,93.7,1.49
4695-WJZUE,Sí,Femenino,No,No,23.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,79.15,1676.95,2.64
4697-LUPSU,No,Masculino,Sí,Sí,50.0,Sí,Sí,No,Sí,Sí,Sí,One year,Sí,Bank transfer (automatic),103.4,5236.4,3.45
4698-KVLLG,No,Femenino,Sí,Sí,71.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1326.35,0.66
4700-UBQMV,No,Femenino,No,No,10.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Credit card (automatic),81.0,818.05,2.7
4701-AHWMW,Sí,Femenino,No,No,30.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,100.2,2983.8,3.34
4701-LKOZD,No,Masculino,Sí,No,29.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),80.15,2265.25,2.67
4701-MLJPN,Sí,Femenino,No,No,20.0,Sí,Sí,Sí,No,No,No,Month-to-month,Sí,Electronic check,79.15,1520.9,2.64
4702-HDRKD,No,Masculino,No,No,18.0,No,Sí,No,No,No,No,Month-to-month,No,Mailed check,25.15,476.8,0.84
4702-IOQDC,Sí,Femenino,Sí,Sí,32.0,Sí,Sí,Sí,No,Sí,No,Month-to-month,No,Electronic check,89.6,2901.8,2.99
4703-MQYKT,No,Femenino,Sí,Sí,72.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Credit card (automatic),20.1,1326.25,0.67
4704-ERYFC,Sí,Masculino,Sí,No,72.0,Sí,Sí,No,No,Sí,Sí,Two year,Sí,Bank transfer (automatic),103.75,7346.2,3.46
4706-AXVKM,Sí,Femenino,No,No,13.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,84.45,1058.6,2.82
4706-DGAHW,No,Masculino,No,No,8.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,100.6,819.4,3.35
4707-MAXGU,No,Masculino,No,No,25.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,84.8,2043.45,2.83
4707-YNOQA,No,Femenino,No,No,22.0,Sí,Sí,Sí,No,No,No,Month-to-month,No,Electronic check,81.7,1820.9,2.72
4709-LKHYG,No,Masculino,Sí,No,42.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.25,835.5,0.68
4710-FDUIZ,Sí,Femenino,No,No,61.0,No,Sí,Sí,Sí,No,No,One year,No,Credit card (automatic),43.7,2696.55,1.46
4710-NKCAW,No,Masculino,No,Sí,35.0,Sí,Sí,No,Sí,Sí,Sí,One year,Sí,Mailed check,72.1,2495.15,2.4
4712-AUQZO,No,Femenino,No,No,40.0,Sí,Sí,No,No,No,No,Month-to-month,No,Credit card (automatic),74.8,2971.7,2.49
4712-UYOOI,No,Masculino,Sí,No,1.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,86.05,86.05,2.87
4713-LZDRV,Sí,Femenino,Sí,Sí,72.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),83.3,6042.7,2.78
4713-ZBURT,No,Femenino,Sí,Sí,66.0,Sí,Sí,Sí,Sí,Sí,Sí,One year,Sí,Credit card (automatic),110.6,7210.85,3.69
4716-HHKQH,No,Masculino,No,No,20.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Mailed check,51.8,1023.85,1.73
4716-MRVEN,No,Femenino,Sí,Sí,16.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Credit card (automatic),79.95,1267.95,2.66
4717-GHADL,No,Femenino,No,No,46.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,3.2
4718-DHSMV,No,Femenino,Sí,No,72.0,Sí,Sí,Sí,No,Sí,Sí,Two year,Sí,Electronic check,112.4,8046.85,3.75
4718-WXBGI,No,Masculino,No,Sí,19.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Credit card (automatic),24.1,439.2,0.8
4719-UMSIY,No,Masculino,Sí,Sí,29.0,Sí,Sí,Sí,No,Sí,Sí,Month-to-month,No,Credit card (automatic),94.65,2649.15,3.16
4720-VSTSI,Sí,Masculino,Sí,No,65.0,Sí,Sí,No,No,Sí,Sí,One year,Sí,Bank transfer (automatic),103.15,6792.45,3.44
4723-BEGSG,No,Masculino,Sí,No,67.0,Sí,Sí,Sí,No,No,No,Month-to-month,No,Bank transfer (automatic),83.85,5588.8,2.8
4724-WXVWF,No,Masculino,No,No,39.0,Sí,Sí,No,Sí,No,No,Two year,Sí,Bank transfer (automatic),49.8,1971.15,1.66
4726-DLWQN,No,Femenino,Sí,No,72.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.0,1849.2,0.83
4727-MCYZG,No,Femenino,No,No,47.0,No,Sí,Sí,Sí,No,No,Two year,No,Mailed check,41.9,1875.25,1.4
4729-XKASR,Sí,Femenino,Sí,No,65.0,Sí,Sí,Sí,Sí,Sí,No,One year,Sí,Bank transfer (automatic),100.15,6643.5,3.34
4730-AWNAU,No,Femenino,No,No,56.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,No,Electronic check,104.75,5841.35,3.49
4732-RRJZC,No,Femenino,No,No,1.0,Sí,Sí,No,No,No,Sí,Month-to-month,Sí,Electronic check,86.0,86.0,2.87
4735-ASGMA,Sí,Femenino,Sí,No,37.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,76.5,2868.15,2.55
4735-BJKOU,No,Femenino,No,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),44.9,44.9,1.5
4737-AQCPU,No,Femenino,No,No,6.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,89.35,567.8,2.98
4737-HOBAX,No,Femenino,No,No,56.0,Sí,Sí,Sí,Sí,No,Sí,Two year,No,Bank transfer (automatic),73.25,4054.2,2.44
4741-WWJQZ,No,Masculino,Sí,Sí,40.0,Sí,Sí,No,No,Sí,No,One year,Sí,Electronic check,85.05,3355.65,2.84
4742-DRORA,No,Masculino,Sí,No,5.0,Sí,Sí,Sí,No,No,Sí,Month-to-month,Sí,Electronic check,89.15,413.25,2.97
4742-TXUEX,No,Masculino,No,No,70.0,Sí,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),104.0,7250.15,3.47
4745-LSPLO,Sí,Femenino,No,No,3.0,Sí,Sí,No,No,No,No,Month-to-month,No,Electronic check,73.85,196.4,2.46
4747-LCAQL,No,Masculino,Sí,Sí,2.0,Sí,Sí,Sí,Sí,No,No,Two year,No,Mailed check,59.5,130.5,1.98
4749-OJKQU,No,Femenino,No,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,44.1,44.1,1.47
4749-VFKVB,Sí,Femenino,Sí,Sí,58.0,No,Sí,No,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),55.5,3166.9,1.85
4750-UKWJK,No,Masculino,No,No,13.0,Sí,Sí,Sí,No,No,No,Month-to-month,Sí,Credit card (automatic),73.75,956.65,2.46
4750-ZRXIU,Sí,Masculino,No,No,10.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,185.4,0.67
4751-ERMAN,No,Masculino,Sí,Sí,66.0,Sí,Sí,Sí,Sí,Sí,Sí,One year,Sí,Electronic check,116.25,7862.25,3.88
4753-PADAS,No,Masculino,Sí,No,56.0,Sí,Sí,No,No,No,Sí,One year,Sí,Electronic check,80.9,4557.5,2.7
4759-PXTAN,No,Femenino,No,No,1.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,69.65,69.65,2.32
4759-TRPLW,Sí,Femenino,Sí,No,71.0,No,Sí,Sí,Sí,No,No,Two year,Sí,Bank transfer (automatic),47.6,3377.8,1.59
4760-THGOT,No,Masculino,No,No,56.0,Sí,Sí,Sí,Sí,No,No,One year,Sí,Bank transfer (automatic),64.65,3665.55,2.16
4760-XOHVN,Sí,Masculino,No,No,24.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,90.35,2238.5,3.01
4763-PGDPO,Sí,Femenino,Sí,Sí,55.0,Sí,Sí,Sí,Sí,No,Sí,One year,Sí,Bank transfer (automatic),75.75,4264.25,2.52
4765-OXPPD,Sí,Masculino,Sí,Sí,42.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.7,828.85,0.69
4767-HZZHQ,No,Femenino,Sí,Sí,42.0,Sí,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,92.15,3875.4,3.07
4770-QAZXN,No,Masculino,No,No,14.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.6,300.4,0.65
4770-UEZOX,No,Masculino,Sí,Sí,10.0,No,Sí,No,No,No,Sí,Month-to-month,Sí,Bank transfer (automatic),34.55,362.6,1.15
4774-HHGGS,No,Femenino,Sí,Sí,22.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,555.4,0.84
4776-XSKYQ,No,Masculino,Sí,Sí,32.0,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),69.75,2347.9,2.33
4778-IZARL,No,Masculino,Sí,No,39.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,Sí,Bank transfer (automatic),20.45,790.0,0.68
4779-ZGICK,No,Femenino,No,No,57.0,Sí,Sí,Sí,Sí,No,Sí,Two year,No,Credit card (automatic),101.3,5779.6,3.38
4781-ZXYGU,No,Femenino,No,No,8.0,Sí,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,87.1,713.6,2.9
4782-OSFXZ,No,Masculino,No,No,63.0,Sí,Sí,Sí,Sí,No,No,One year,No,Electronic check,71.5,4576.3,2.38
4785-FCIFB,No,Femenino,Sí,Sí,61.0,No,Sí,No,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),61.45,3751.15,2.05
4785-NKHCX,No,Masculino,No,No,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,19.8,0.66
4785-QRJHC,Sí,Femenino,No,No,50.0,Sí,No,No internet service,No internet service,No internet service,No internet service,One year,Sí,Mailed check,19.35,1033.0,0.64
4786-UKSNZ,Sí,Masculino,Sí,No,11.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,214.75,0.66
4789-KWMXN,Sí,Masculino,Sí,Sí,35.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,809.25,0.85
4791-QRGMF,Sí,Femenino,No,No,1.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Sí,Mailed check,20.15,20.15,0.67
4795-KTRTH,Sí,Femenino,Sí,Sí,72.0,Sí,Sí,Sí,Sí,Sí,No,Two year,No,Bank transfer (automatic),80.2,5714.2,2.67
4795-UXVCJ,No,Femenino,No,No,29.0,Sí,Sí,No,Sí,Sí,Sí,Month-to-month,No,Electronic check,98.65,2862.75,3.29
4795-WRNVT,No,Masculino,No,No,29.0,Sí,Sí,No,No,No,Sí,One year,No,Credit card (automatic),70.9,1964.6,2.36
4797-AXPXK,Sí,Masculino,Sí,No,5.0,Sí,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,126.05,0.64
4797-MIWUM,No,Masculino,No,No,11.0,No,Sí,No,No,Sí,No,One year,Sí,Electronic check,41.6,470.6,1.39
